Landmarks,Gesture
"[,6.42682731e-01,6.47672176e-01,4.12897066e-07,5.68607569e-01
,6.28072858e-01,-2.21516714e-02,5.02347946e-01,5.72199225e-01
,-3.21338400e-02,4.55650568e-01,5.27078629e-01,-4.15563770e-02
,4.13792789e-01,5.01638591e-01,-5.13509028e-02,5.44926524e-01
,4.20497060e-01,-9.85463709e-03,5.09556293e-01,3.39956611e-01
,-2.37425026e-02,4.88995969e-01,2.88200051e-01,-3.82824056e-02
,4.73625720e-01,2.41319895e-01,-5.11002801e-02,5.89274406e-01
,3.96187186e-01,-1.59945209e-02,5.75974941e-01,2.90967584e-01
,-2.63264719e-02,5.70309639e-01,2.25160673e-01,-3.92292626e-02
,5.65690219e-01,1.70209527e-01,-5.05048484e-02,6.34124696e-01
,3.97589266e-01,-2.68240944e-02,6.27705514e-01,3.01494718e-01
,-4.27070372e-02,6.22187614e-01,2.41162688e-01,-5.64202070e-02
,6.14509165e-01,1.86258078e-01,-6.74821287e-02,6.79341435e-01
,4.18579012e-01,-4.00725342e-02,6.94654226e-01,3.47130418e-01
,-5.59343286e-02,7.03021169e-01,2.98657179e-01,-6.39189407e-02
,7.07165897e-01,2.52262592e-01,-7.06006438e-02]",Your Gesture Name
"[,6.39582515e-01,6.49005413e-01,4.14891957e-07,5.67018390e-01
,6.28706038e-01,-2.20130216e-02,5.00584602e-01,5.72053730e-01
,-3.18359844e-02,4.54432130e-01,5.27690411e-01,-4.11205254e-02
,4.12821531e-01,5.03140569e-01,-5.08496277e-02,5.43359101e-01
,4.20560002e-01,-1.02146287e-02,5.08142889e-01,3.40949893e-01
,-2.41390951e-02,4.87500340e-01,2.89492220e-01,-3.86378802e-02
,4.71769392e-01,2.43272051e-01,-5.13956323e-02,5.88083208e-01
,3.96458745e-01,-1.65663660e-02,5.75162351e-01,2.90794700e-01
,-2.68567838e-02,5.69541931e-01,2.24836856e-01,-3.96381170e-02
,5.64578176e-01,1.70102239e-01,-5.07162251e-02,6.33403182e-01
,3.98496330e-01,-2.75549889e-02,6.27455056e-01,3.02371025e-01
,-4.33107577e-02,6.22623742e-01,2.42568702e-01,-5.66584021e-02
,6.15313351e-01,1.88034832e-01,-6.73848838e-02,6.78624392e-01
,4.20825809e-01,-4.09771539e-02,6.93982780e-01,3.50233346e-01
,-5.66546507e-02,7.02383399e-01,3.02231759e-01,-6.42634034e-02
,7.06567049e-01,2.56456256e-01,-7.06074461e-02]",Your Gesture Name
"[,6.40713751e-01,6.49427831e-01,4.08993714e-07,5.66700399e-01
,6.27624154e-01,-2.27026362e-02,5.00376701e-01,5.71791053e-01
,-3.32660675e-02,4.53548104e-01,5.27483404e-01,-4.32478152e-02
,4.11014706e-01,5.02237737e-01,-5.36610261e-02,5.43371320e-01
,4.23997104e-01,-1.06097478e-02,5.07546246e-01,3.41779411e-01
,-2.48888824e-02,4.86696988e-01,2.88869709e-01,-3.96463685e-02
,4.71046388e-01,2.41342932e-01,-5.24760261e-02,5.87772071e-01
,3.99748087e-01,-1.65467653e-02,5.74030101e-01,2.93168604e-01
,-2.68228147e-02,5.67976832e-01,2.27203503e-01,-3.94982770e-02
,5.63367724e-01,1.72183692e-01,-5.04899472e-02,6.32878244e-01
,4.01510596e-01,-2.71524619e-02,6.26713991e-01,3.03145051e-01
,-4.21844944e-02,6.22002542e-01,2.42319703e-01,-5.46420142e-02
,6.15367055e-01,1.86870039e-01,-6.48990348e-02,6.78223431e-01
,4.22930777e-01,-4.03077453e-02,6.91548586e-01,3.51701260e-01
,-5.48553318e-02,6.98342741e-01,3.03578705e-01,-6.12474978e-02
,7.01314569e-01,2.57269979e-01,-6.68046176e-02]",Your Gesture Name
"[,6.43847585e-01,6.51951671e-01,4.20872567e-07,5.68725765e-01
,6.30218685e-01,-2.42423061e-02,5.01645803e-01,5.72994709e-01
,-3.56353857e-02,4.54695553e-01,5.28036535e-01,-4.61260304e-02
,4.11773324e-01,5.00528455e-01,-5.68856597e-02,5.42772293e-01
,4.25126612e-01,-1.25197610e-02,5.06639838e-01,3.43699813e-01
,-2.78870203e-02,4.85463440e-01,2.91617393e-01,-4.33597378e-02
,4.68684137e-01,2.44518951e-01,-5.66500351e-02,5.87063670e-01
,4.00540292e-01,-1.83040574e-02,5.73011160e-01,2.94669628e-01
,-2.96640396e-02,5.66441417e-01,2.28684247e-01,-4.30954397e-02
,5.60694516e-01,1.72845542e-01,-5.44687398e-02,6.32282317e-01
,4.02819902e-01,-2.88752243e-02,6.25189960e-01,3.05193752e-01
,-4.50865775e-02,6.20415747e-01,2.44745985e-01,-5.79746626e-02
,6.13146544e-01,1.88763738e-01,-6.83085099e-02,6.77765667e-01
,4.25141543e-01,-4.20927145e-02,6.90174162e-01,3.54026645e-01
,-5.76707199e-02,6.96811497e-01,3.05501580e-01,-6.43770397e-02
,6.99654341e-01,2.58439004e-01,-6.99749961e-02]",Your Gesture Name
"[,6.41461134e-01,6.55072629e-01,4.23044241e-07,5.67298472e-01
,6.33055508e-01,-2.31722444e-02,5.01052856e-01,5.75576246e-01
,-3.43648493e-02,4.54406768e-01,5.29455543e-01,-4.50153537e-02
,4.12238061e-01,5.00612676e-01,-5.58950342e-02,5.42679906e-01
,4.26565796e-01,-1.13252252e-02,5.06038189e-01,3.44950020e-01
,-2.65908595e-02,4.84314203e-01,2.92878509e-01,-4.19312194e-02
,4.67443287e-01,2.45853677e-01,-5.50747439e-02,5.87142527e-01
,4.02707189e-01,-1.77393910e-02,5.72908759e-01,2.95912832e-01
,-2.90105976e-02,5.66059828e-01,2.28893057e-01,-4.22266386e-02
,5.60239673e-01,1.73148274e-01,-5.33950627e-02,6.32391989e-01
,4.05157924e-01,-2.89238896e-02,6.25634074e-01,3.07489097e-01
,-4.50519733e-02,6.20868802e-01,2.46929109e-01,-5.75495623e-02
,6.13502979e-01,1.91839904e-01,-6.75069317e-02,6.77883208e-01
,4.27264929e-01,-4.27102260e-02,6.91209912e-01,3.55108410e-01
,-5.80978058e-02,6.97782993e-01,3.05988133e-01,-6.45835102e-02
,7.00201511e-01,2.59145498e-01,-6.99799210e-02]",Your Gesture Name
"[,6.43963814e-01,6.57114029e-01,4.29016723e-07,5.68771720e-01
,6.35132968e-01,-2.46601012e-02,5.02129018e-01,5.77965915e-01
,-3.66556831e-02,4.54456985e-01,5.31491816e-01,-4.78668027e-02
,4.11168516e-01,5.01564026e-01,-5.91691434e-02,5.42061567e-01
,4.29362893e-01,-1.20819081e-02,5.05490184e-01,3.47646296e-01
,-2.78137811e-02,4.83798474e-01,2.95387238e-01,-4.35053259e-02
,4.66899037e-01,2.48312309e-01,-5.68914153e-02,5.86747229e-01
,4.04395193e-01,-1.78475454e-02,5.72923362e-01,2.97816753e-01
,-2.94850506e-02,5.66364050e-01,2.31108710e-01,-4.29282226e-02
,5.60664594e-01,1.74998969e-01,-5.43107390e-02,6.32195652e-01
,4.06318069e-01,-2.85677277e-02,6.25914872e-01,3.08113307e-01
,-4.49552462e-02,6.21238828e-01,2.47363269e-01,-5.77587150e-02
,6.13993526e-01,1.91511989e-01,-6.80458769e-02,6.77670896e-01
,4.28306580e-01,-4.20153849e-02,6.91545248e-01,3.57279986e-01
,-5.77341393e-02,6.98718846e-01,3.08811009e-01,-6.45596161e-02
,7.01834381e-01,2.62092233e-01,-7.02155605e-02]",Your Gesture Name
"[,6.41104400e-01,6.58481836e-01,4.36171661e-07,5.66978455e-01
,6.36534750e-01,-2.38981415e-02,5.00579357e-01,5.80159843e-01
,-3.58757079e-02,4.53988731e-01,5.34563363e-01,-4.70926240e-02
,4.12389845e-01,5.05115390e-01,-5.84736429e-02,5.41363537e-01
,4.30955887e-01,-1.31200748e-02,5.04278064e-01,3.48707855e-01
,-2.91356910e-02,4.82538700e-01,2.96780229e-01,-4.48202007e-02
,4.65953529e-01,2.49844283e-01,-5.80979995e-02,5.86872995e-01
,4.06913906e-01,-1.95211414e-02,5.72336078e-01,2.99052805e-01
,-3.14160362e-02,5.65596402e-01,2.31170654e-01,-4.51390520e-02
,5.60042739e-01,1.74960107e-01,-5.66720292e-02,6.32731259e-01
,4.09523517e-01,-3.06737609e-02,6.25593603e-01,3.10936868e-01
,-4.73406240e-02,6.20634019e-01,2.49983072e-01,-6.02067187e-02
,6.13394380e-01,1.94262207e-01,-7.04377592e-02,6.78403318e-01
,4.31880414e-01,-4.44171466e-02,6.91173673e-01,3.60570073e-01
,-6.03125431e-02,6.98116720e-01,3.12081635e-01,-6.69466853e-02
,7.01176345e-01,2.65516341e-01,-7.24031404e-02]",Your Gesture Name
"[,6.39937997e-01,6.61609471e-01,4.27788535e-07,5.67017555e-01
,6.38797641e-01,-2.40166187e-02,5.00833154e-01,5.80702424e-01
,-3.56627218e-02,4.53930914e-01,5.34906626e-01,-4.66796607e-02
,4.11489516e-01,5.05275369e-01,-5.78779019e-02,5.41041255e-01
,4.32592452e-01,-1.22566288e-02,5.03921509e-01,3.50857168e-01
,-2.80390512e-02,4.81969833e-01,2.98752427e-01,-4.35503758e-02
,4.65110719e-01,2.51830697e-01,-5.68203256e-02,5.86010039e-01
,4.08675730e-01,-1.85946338e-02,5.71567893e-01,3.01283956e-01
,-3.05306148e-02,5.65278649e-01,2.33621478e-01,-4.43301164e-02
,5.59965432e-01,1.77222997e-01,-5.58828339e-02,6.31855011e-01
,4.11277831e-01,-2.97815837e-02,6.24405384e-01,3.12443107e-01
,-4.65984643e-02,6.19930506e-01,2.51293302e-01,-5.97314127e-02
,6.12872362e-01,1.95018262e-01,-7.01719001e-02,6.78003252e-01
,4.33821648e-01,-4.35965583e-02,6.91621900e-01,3.62724036e-01
,-5.95192015e-02,6.99102402e-01,3.13995242e-01,-6.64785504e-02
,7.02382982e-01,2.67288983e-01,-7.22842664e-02]",Your Gesture Name
"[,6.41224146e-01,6.63898766e-01,4.32845383e-07,5.66500068e-01
,6.40550911e-01,-2.32015643e-02,4.99354392e-01,5.80884874e-01
,-3.39640863e-02,4.52681124e-01,5.35041690e-01,-4.42241244e-02
,4.10100728e-01,5.07514834e-01,-5.48329204e-02,5.41309834e-01
,4.34009522e-01,-1.13733746e-02,5.03241956e-01,3.53001595e-01
,-2.70141419e-02,4.81062472e-01,3.01220745e-01,-4.24622148e-02
,4.64066654e-01,2.54260004e-01,-5.56073412e-02,5.86579144e-01
,4.10156637e-01,-1.79468784e-02,5.72226107e-01,3.02724570e-01
,-2.97888033e-02,5.66270173e-01,2.34310076e-01,-4.35688831e-02
,5.61561942e-01,1.77404493e-01,-5.49847074e-02,6.32654965e-01
,4.13420141e-01,-2.93227211e-02,6.25363111e-01,3.15381527e-01
,-4.61253151e-02,6.20678365e-01,2.54286468e-01,-5.95210791e-02
,6.13843024e-01,1.98165178e-01,-6.99579641e-02,6.78895712e-01
,4.36759084e-01,-4.32399102e-02,6.92591608e-01,3.65317702e-01
,-5.89738041e-02,7.00101137e-01,3.16565424e-01,-6.58303797e-02
,7.03698635e-01,2.69861042e-01,-7.15048611e-02]",Your Gesture Name
"[,6.42411053e-01,6.65511489e-01,4.38578383e-07,5.67553222e-01
,6.42798424e-01,-2.47123390e-02,5.00150144e-01,5.83849788e-01
,-3.66341323e-02,4.52766716e-01,5.37061512e-01,-4.78514284e-02
,4.09852594e-01,5.08057654e-01,-5.91914393e-02,5.42843878e-01
,4.34963733e-01,-1.24257095e-02,5.04877329e-01,3.53689045e-01
,-2.82936953e-02,4.82333004e-01,3.01531374e-01,-4.39812057e-02
,4.64675754e-01,2.54436016e-01,-5.73474914e-02,5.87878346e-01
,4.11190748e-01,-1.84913985e-02,5.73607326e-01,3.03167284e-01
,-3.02523579e-02,5.67746758e-01,2.34869763e-01,-4.37403768e-02
,5.63158989e-01,1.78063840e-01,-5.49731813e-02,6.33886695e-01
,4.14535105e-01,-2.95081772e-02,6.26123071e-01,3.15672755e-01
,-4.62049879e-02,6.21623814e-01,2.54505098e-01,-5.88734858e-02
,6.14888728e-01,1.98577285e-01,-6.88524544e-02,6.80498302e-01
,4.37724233e-01,-4.32773978e-02,6.93616629e-01,3.66041154e-01
,-5.89469969e-02,7.00841665e-01,3.17216873e-01,-6.53293133e-02
,7.04214692e-01,2.70737350e-01,-7.06155896e-02]",Your Gesture Name
"[,6.42310202e-01,6.66175723e-01,4.30611806e-07,5.66828191e-01
,6.41723990e-01,-2.20808126e-02,4.99597192e-01,5.82936287e-01
,-3.24657373e-02,4.52446789e-01,5.37759721e-01,-4.25982624e-02
,4.10644978e-01,5.09023905e-01,-5.30472100e-02,5.42814314e-01
,4.35430229e-01,-9.80324857e-03,5.04668176e-01,3.53871644e-01
,-2.48329341e-02,4.82566118e-01,3.02000046e-01,-4.00027409e-02
,4.65738624e-01,2.55139798e-01,-5.30393533e-02,5.88055134e-01
,4.11749512e-01,-1.70115605e-02,5.73414147e-01,3.03439856e-01
,-2.80136578e-02,5.67139328e-01,2.35081494e-01,-4.15172689e-02
,5.62155366e-01,1.78845137e-01,-5.29100485e-02,6.34248316e-01
,4.15221453e-01,-2.89911795e-02,6.26773477e-01,3.16218585e-01
,-4.50184643e-02,6.22173071e-01,2.54533410e-01,-5.80880418e-02
,6.15178883e-01,1.98131442e-01,-6.85530156e-02,6.80882752e-01
,4.38727289e-01,-4.34666090e-02,6.94349706e-01,3.66808653e-01
,-5.87688349e-02,7.01764226e-01,3.17696631e-01,-6.53559193e-02
,7.05217302e-01,2.70553738e-01,-7.09265098e-02]",Your Gesture Name
"[,6.41628206e-01,6.66869581e-01,4.32437531e-07,5.67784369e-01
,6.42451108e-01,-2.31143106e-02,5.00319123e-01,5.82756996e-01
,-3.43470201e-02,4.52610165e-01,5.36931634e-01,-4.50317115e-02
,4.10647184e-01,5.08774638e-01,-5.59196100e-02,5.42496443e-01
,4.35014158e-01,-1.16253374e-02,5.04782677e-01,3.53027314e-01
,-2.72801723e-02,4.82927740e-01,3.01127821e-01,-4.28212248e-02
,4.65980917e-01,2.54480451e-01,-5.59476018e-02,5.88191569e-01
,4.11905020e-01,-1.83436535e-02,5.74181199e-01,3.03936899e-01
,-2.98303273e-02,5.68174601e-01,2.35910475e-01,-4.34202552e-02
,5.63163459e-01,1.79090828e-01,-5.47541268e-02,6.34544551e-01
,4.15509462e-01,-2.98072677e-02,6.27823055e-01,3.16602916e-01
,-4.61057946e-02,6.23909950e-01,2.55220771e-01,-5.88164628e-02
,6.17617369e-01,1.98945075e-01,-6.88362196e-02,6.80710495e-01
,4.38991159e-01,-4.38457914e-02,6.94260001e-01,3.67229283e-01
,-5.90460040e-02,7.02346027e-01,3.18234503e-01,-6.51263893e-02
,7.06780493e-01,2.71184802e-01,-7.01938421e-02]",Your Gesture Name
"[,6.41919255e-01,6.65037990e-01,4.50953507e-07,5.67666948e-01
,6.41154706e-01,-2.43217442e-02,5.00075042e-01,5.82692146e-01
,-3.59644368e-02,4.52361643e-01,5.37152767e-01,-4.68680076e-02
,4.10387993e-01,5.07959366e-01,-5.78995012e-02,5.42433381e-01
,4.34205920e-01,-1.19745741e-02,5.04434526e-01,3.52543652e-01
,-2.74678469e-02,4.82630312e-01,3.01176518e-01,-4.29135449e-02
,4.65646982e-01,2.54194975e-01,-5.60273863e-02,5.88284075e-01
,4.10755098e-01,-1.81456041e-02,5.74263215e-01,3.02918136e-01
,-2.95744278e-02,5.68329751e-01,2.34725595e-01,-4.32642400e-02
,5.63338876e-01,1.77553385e-01,-5.47049157e-02,6.34648085e-01
,4.14649457e-01,-2.92328894e-02,6.28017783e-01,3.17386478e-01
,-4.58287001e-02,6.23570561e-01,2.56478161e-01,-5.90627044e-02
,6.16801143e-01,1.99919611e-01,-6.93793073e-02,6.80815518e-01
,4.38386619e-01,-4.29642275e-02,6.94255829e-01,3.66738111e-01
,-5.84271066e-02,7.02252924e-01,3.18028957e-01,-6.48912117e-02
,7.06493974e-01,2.70715296e-01,-7.02479556e-02]",Your Gesture Name
"[,6.42612517e-01,6.67187512e-01,4.37240487e-07,5.67225635e-01
,6.43136859e-01,-2.36428883e-02,4.99098748e-01,5.82386792e-01
,-3.51454616e-02,4.51706707e-01,5.36879241e-01,-4.59782258e-02
,4.09090430e-01,5.09339035e-01,-5.71146831e-02,5.43085277e-01
,4.34787869e-01,-1.30420793e-02,5.04225194e-01,3.53905976e-01
,-2.90260855e-02,4.81754124e-01,3.01974863e-01,-4.45614830e-02
,4.64471310e-01,2.54969507e-01,-5.77817671e-02,5.88681936e-01
,4.11452442e-01,-1.98264718e-02,5.74362755e-01,3.03368390e-01
,-3.20630968e-02,5.68216503e-01,2.34760836e-01,-4.60024290e-02
,5.62967598e-01,1.77183360e-01,-5.74892089e-02,6.34777009e-01
,4.15582269e-01,-3.13308947e-02,6.27180994e-01,3.16450447e-01
,-4.86178696e-02,6.22577965e-01,2.54619181e-01,-6.20390587e-02
,6.15514994e-01,1.97538465e-01,-7.24665672e-02,6.80966139e-01
,4.39821601e-01,-4.53562587e-02,6.93983138e-01,3.67576629e-01
,-6.15671240e-02,7.01844335e-01,3.18085492e-01,-6.83575571e-02
,7.05843985e-01,2.70539522e-01,-7.39115402e-02]",Your Gesture Name
"[,6.42307937e-01,6.66203022e-01,4.46114683e-07,5.66939890e-01
,6.41872287e-01,-2.37221345e-02,4.98843312e-01,5.82358181e-01
,-3.49809974e-02,4.51245070e-01,5.36970317e-01,-4.56005372e-02
,4.08415794e-01,5.09577334e-01,-5.64477034e-02,5.40855348e-01
,4.34198678e-01,-1.16285505e-02,5.02839744e-01,3.52864802e-01
,-2.69314516e-02,4.81113255e-01,3.00985277e-01,-4.21831273e-02
,4.64514464e-01,2.54183292e-01,-5.52194379e-02,5.87008059e-01
,4.10657853e-01,-1.80942528e-02,5.72728574e-01,3.02879453e-01
,-2.93554440e-02,5.67088664e-01,2.35220686e-01,-4.28497605e-02
,5.62491000e-01,1.78884089e-01,-5.41913658e-02,6.33644223e-01
,4.14505303e-01,-2.94233710e-02,6.26772583e-01,3.15696120e-01
,-4.58571650e-02,6.22708499e-01,2.54487932e-01,-5.89564070e-02
,6.16200566e-01,1.98221982e-01,-6.92885295e-02,6.80290341e-01
,4.38477665e-01,-4.33448404e-02,6.94086850e-01,3.66236389e-01
,-5.88097312e-02,7.01998472e-01,3.17003518e-01,-6.53470904e-02
,7.06037879e-01,2.69746423e-01,-7.07990825e-02]",Your Gesture Name
"[,6.41644061e-01,6.65775299e-01,4.49702810e-07,5.66179037e-01
,6.41685486e-01,-2.42318511e-02,4.98348981e-01,5.82679629e-01
,-3.57309394e-02,4.50597972e-01,5.37251949e-01,-4.65855263e-02
,4.07714814e-01,5.09677470e-01,-5.76656871e-02,5.40953517e-01
,4.34096277e-01,-1.16980588e-02,5.03099203e-01,3.52866113e-01
,-2.72740163e-02,4.81146514e-01,3.01258028e-01,-4.29034345e-02
,4.63890642e-01,2.54254818e-01,-5.62842153e-02,5.86919129e-01
,4.10417229e-01,-1.81496106e-02,5.72965026e-01,3.02866906e-01
,-2.97286604e-02,5.66997230e-01,2.34729588e-01,-4.35855985e-02
,5.61717033e-01,1.77501440e-01,-5.51642552e-02,6.33455515e-01
,4.14426774e-01,-2.95469686e-02,6.26764238e-01,3.15986574e-01
,-4.64965925e-02,6.22647405e-01,2.55091101e-01,-5.98219261e-02
,6.15752459e-01,1.98701292e-01,-7.01989383e-02,6.79778755e-01
,4.38972414e-01,-4.36024852e-02,6.94022536e-01,3.67814749e-01
,-5.98087125e-02,7.01839924e-01,3.18835378e-01,-6.67285919e-02
,7.05559313e-01,2.71428704e-01,-7.23584741e-02]",Your Gesture Name
"[,6.40635133e-01,6.65852785e-01,4.42406815e-07,5.64982474e-01
,6.42697394e-01,-2.34615039e-02,4.97508973e-01,5.83925486e-01
,-3.46098207e-02,4.50143814e-01,5.37950516e-01,-4.52450365e-02
,4.07522976e-01,5.09778500e-01,-5.61951883e-02,5.40450454e-01
,4.35023427e-01,-1.14592956e-02,5.02406120e-01,3.53499889e-01
,-2.66985595e-02,4.80150849e-01,3.01530540e-01,-4.19446006e-02
,4.62766349e-01,2.54351616e-01,-5.50718196e-02,5.86340606e-01
,4.11693871e-01,-1.81847829e-02,5.72637022e-01,3.03367794e-01
,-2.96773836e-02,5.66529751e-01,2.35222816e-01,-4.33924496e-02
,5.61106682e-01,1.78007752e-01,-5.48013635e-02,6.32604480e-01
,4.15535748e-01,-2.97194291e-02,6.25312328e-01,3.16559374e-01
,-4.65868451e-02,6.20918095e-01,2.55191624e-01,-5.98573163e-02
,6.13909781e-01,1.98291808e-01,-7.02171996e-02,6.78892851e-01
,4.39442366e-01,-4.38004546e-02,6.92883611e-01,3.67512524e-01
,-5.98347671e-02,7.00922906e-01,3.18572342e-01,-6.65517002e-02
,7.04788625e-01,2.71309078e-01,-7.20492676e-02]",Your Gesture Name
"[,6.39759481e-01,6.64879084e-01,4.50631802e-07,5.65086961e-01
,6.42191172e-01,-2.49866899e-02,4.97655481e-01,5.84529996e-01
,-3.71855237e-02,4.50222045e-01,5.38564563e-01,-4.85602170e-02
,4.07203913e-01,5.10041714e-01,-6.01488464e-02,5.40322065e-01
,4.36229527e-01,-1.39757143e-02,5.01905978e-01,3.54640603e-01
,-3.02599743e-02,4.79687452e-01,3.02500010e-01,-4.61185090e-02
,4.62606490e-01,2.54828691e-01,-5.95096610e-02,5.86122632e-01
,4.12294239e-01,-1.99562907e-02,5.72613418e-01,3.04428875e-01
,-3.23130600e-02,5.66819906e-01,2.35983357e-01,-4.62459847e-02
,5.61915159e-01,1.78191602e-01,-5.77309318e-02,6.32363379e-01
,4.15384173e-01,-3.08076274e-02,6.25493288e-01,3.16841662e-01
,-4.81120087e-02,6.21099591e-01,2.55316317e-01,-6.12815656e-02
,6.14174128e-01,1.98201001e-01,-7.14687780e-02,6.78822100e-01
,4.38402981e-01,-4.43409905e-02,6.93094373e-01,3.66392165e-01
,-6.03767671e-02,7.00995088e-01,3.17450345e-01,-6.69413283e-02
,7.04626441e-01,2.70344168e-01,-7.22750872e-02]",Your Gesture Name
"[,6.39044762e-01,6.67122841e-01,4.46587592e-07,5.64101934e-01
,6.43006563e-01,-2.38078889e-02,4.96736348e-01,5.83949327e-01
,-3.55833396e-02,4.49306965e-01,5.37928045e-01,-4.67692986e-02
,4.06521022e-01,5.10713518e-01,-5.83103709e-02,5.40826797e-01
,4.37349945e-01,-1.36628505e-02,5.02783418e-01,3.55090141e-01
,-3.00503951e-02,4.80508447e-01,3.02571535e-01,-4.59547117e-02
,4.63456035e-01,2.54627615e-01,-5.93972541e-02,5.86538255e-01
,4.14050013e-01,-2.02670358e-02,5.73428273e-01,3.05873752e-01
,-3.29073928e-02,5.67599356e-01,2.36788005e-01,-4.70810197e-02
,5.62677979e-01,1.78784043e-01,-5.87238818e-02,6.32682920e-01
,4.17246938e-01,-3.15927938e-02,6.26165152e-01,3.17907035e-01
,-4.89684902e-02,6.21721864e-01,2.55890369e-01,-6.24909811e-02
,6.14701211e-01,1.98986232e-01,-7.29332119e-02,6.78769886e-01
,4.40395504e-01,-4.54919413e-02,6.93366945e-01,3.67964327e-01
,-6.16949648e-02,7.00951517e-01,3.18274617e-01,-6.87440261e-02
,7.04212785e-01,2.70913750e-01,-7.44488016e-02]",Your Gesture Name
"[,6.38292074e-01,6.67019546e-01,4.62857258e-07,5.64478338e-01
,6.43157184e-01,-2.49613989e-02,4.97738630e-01,5.84160626e-01
,-3.77599932e-02,4.49880540e-01,5.38686275e-01,-4.97683063e-02
,4.06518698e-01,5.10251999e-01,-6.19900376e-02,5.40892601e-01
,4.36186790e-01,-1.41088497e-02,5.03132999e-01,3.53782892e-01
,-3.03972773e-02,4.81578946e-01,3.01752955e-01,-4.62652072e-02
,4.65008348e-01,2.53877819e-01,-5.96734956e-02,5.86930335e-01
,4.13629413e-01,-2.03726348e-02,5.74357092e-01,3.04925740e-01
,-3.27055044e-02,5.69523275e-01,2.36456424e-01,-4.66742106e-02
,5.65158367e-01,1.78499669e-01,-5.82634732e-02,6.33171141e-01
,4.17825401e-01,-3.15035433e-02,6.27047300e-01,3.18516195e-01
,-4.88580912e-02,6.22603118e-01,2.56657779e-01,-6.22425154e-02
,6.15465283e-01,1.99519902e-01,-7.26159662e-02,6.79257154e-01
,4.41622794e-01,-4.52938825e-02,6.93309605e-01,3.68337274e-01
,-6.14937134e-02,7.01209724e-01,3.18645775e-01,-6.83001876e-02
,7.04675972e-01,2.70889580e-01,-7.38506988e-02]",Your Gesture Name
"[,6.40363932e-01,6.67349041e-01,4.63259425e-07,5.63878119e-01
,6.43249154e-01,-2.45407447e-02,4.96328235e-01,5.83268940e-01
,-3.66277210e-02,4.48863626e-01,5.37652016e-01,-4.80084270e-02
,4.05545235e-01,5.09552658e-01,-5.96168935e-02,5.40601671e-01
,4.34974968e-01,-1.25583811e-02,5.03104866e-01,3.52519512e-01
,-2.80505065e-02,4.81778741e-01,3.00363541e-01,-4.34774086e-02
,4.64822471e-01,2.53164172e-01,-5.66179864e-02,5.87134600e-01
,4.12593573e-01,-1.88419521e-02,5.74883580e-01,3.03500116e-01
,-3.05332951e-02,5.69995522e-01,2.34986246e-01,-4.43488657e-02
,5.65350831e-01,1.76860899e-01,-5.57021238e-02,6.33622766e-01
,4.17069107e-01,-3.00142635e-02,6.27098978e-01,3.17987710e-01
,-4.69911583e-02,6.23195469e-01,2.56113112e-01,-6.05720840e-02
,6.16397262e-01,1.98421627e-01,-7.10529462e-02,6.79925740e-01
,4.41423833e-01,-4.37974371e-02,6.93954051e-01,3.69453967e-01
,-5.97989373e-02,7.01906621e-01,3.20821285e-01,-6.65249228e-02
,7.05385864e-01,2.73672223e-01,-7.19790906e-02]",Your Gesture Name
"[,6.38728380e-01,6.65939450e-01,4.67520437e-07,5.63389361e-01
,6.40976429e-01,-2.47480497e-02,4.96608973e-01,5.82205534e-01
,-3.73350643e-02,4.49397027e-01,5.37004411e-01,-4.91947606e-02
,4.06624317e-01,5.09066999e-01,-6.13002330e-02,5.40825784e-01
,4.35654104e-01,-1.45569183e-02,5.02910554e-01,3.52915913e-01
,-3.12125254e-02,4.81368303e-01,3.00215721e-01,-4.70622331e-02
,4.64872837e-01,2.52369821e-01,-6.03335984e-02,5.86639106e-01
,4.12665665e-01,-2.08841637e-02,5.74339509e-01,3.03434491e-01
,-3.36404108e-02,5.69727540e-01,2.34229997e-01,-4.76422161e-02
,5.65831482e-01,1.75712079e-01,-5.90112284e-02,6.32769465e-01
,4.17127609e-01,-3.20271701e-02,6.26213968e-01,3.17826688e-01
,-4.98364866e-02,6.22427642e-01,2.55993843e-01,-6.32189736e-02
,6.15908921e-01,1.98808223e-01,-7.33590126e-02,6.79065347e-01
,4.41600442e-01,-4.57696281e-02,6.93504512e-01,3.69159013e-01
,-6.22797906e-02,7.01220989e-01,3.20162177e-01,-6.89612851e-02
,7.04529762e-01,2.73090601e-01,-7.42460415e-02]",Your Gesture Name
